sample0,sample1,sample2,sample3,sample4
FC(F)(F)c1ccccc1C1=Nc2cccnc2Nc2ccc(Cl)cc21,CCc1ccc(C=Cc2cc(C(=O)O)nc(-c3ccc(OC)cc3)c2)cc1,CC1=CCC(c2ccccc2)C(CC(=O)N2CCN(C(C)C)CC2)C1,CN(CCC1=CC(=O)OC1)C(=O)[N+]1(C)CC=CC1,N=C1CNC(=O)C(Cc2ccc(N3CCCCC3)cc2)NC(=O)C(Cc2cc(Cl)cc(Cl)c2)NC(=O)C(CCCN)NC(=O)C(Nc2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)N1
COc1cc(NC(=O)C(Cc2cncs2)NC2CCc3cc(Cl)ccc32)ncc1Cl,CN(C)c1ccc(Nc2nnc(N)c3c2C(=O)c2ccccc2C3=O)cc1,CCN(CC)C(=O)COc1ccc2c(=O)c(-c3ccc4c(c3)OCO4)c(C)oc2c1,O=C(NNC(=O)c1ccccc1O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,CCC(C(=O)NCc1cc(OC)cc(C(F)(F)F)c1)C1CCCCN1
Cc1ccsc1C(=O)OCC(=O)Nc1ncc(Cl)cc1Cl,CC12CCC3C(CCC4N(C(=O)COCCC(C)(O)C(C)(C)C)CCC34C)C1CCC2O,COc1[nH]c2cccc(OC)c2c1-c1ccc(Cl)cc1,N#Cc1ccc(C2C=CNC=C2)cc1,CN(CCN1C(=O)c2cccc3c(N)c(-c4ccc(O)c(Br)c4)cc(c23)C1=O)c1cc(F)c(=O)n(C)c1
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(OC(c3ccc(O)cc3)c3cccnc3)cc2)CC1,O=C(NC(=S)Nc1ccc(Cl)c(Cl)c1)c1cc(Br)c2ccccc2c1O,CON=C1CCSC2=C1CN(c1ccc3c(c1)CCc1ccc(NCCCO)cc1C3=O)CC2,COC(=O)c1cnc(C(F)(F)S(=O)(=O)c2ccccc2)s1,COc1cc(OC)cc(N2CCC(c3ccccc3)C2=O)c1
CN1CCC(C(O)C=Cc2ccc(-c3ccccc3)cc2)CC1,CC(=O)OC1C=C(C)CCC(C(C)C)C(O)C2OC2(C)C1,CC(=O)Nc1c(C)nn(Cc2cn(Cc3cc4ccccc4[nH]3)nn2)c1C,Cc1ccc(CN2CCC(NC(=O)CN3CCN(S(C)(=O)=O)CC3)CC2)cc1,O=C(NC(=O)N(CC1CC1)c1nc(Nc2ccc3[nH]ncc3c2)c2cc(OC3CCCCC3)ccc2n1)c1cnccn1
CCNc1nc(C)cc(NCc2cc(=O)oc3cc(Cl)ccc23)n1,CC#CC(O)=NCCC1CN(c2cc(F)c(C(O)CC#CC=CCCCCCCCC3(c4cccc(C(F)F)c4)CC(C)OC3=O)c(F)c2)C(=O)O1,OCC1OC(c2nc(Nc3ccc4cc[nH]c4c3)cs2)C(O)C(O)C1O,CC(C)c1csc(C(c2ccccc2)c2cccs2)n1,O=S(=O)(Cc1cccc(Cl)c1)N1CCCC(O)(CC2CCCCO2)CC1
O=C(Cc1ccccc1)Nc1ccc(N(c2cc(Cl)cc(Cl)c2)S(=O)(=O)C(F)(F)F)cc1,CCCC(C(=O)O)N1CCc2c(c3ccccc3n2Cc2c[nH]cn2)C1,CS(=O)(=O)Cc1ccccc1C(=O)NC1CN(C2CC2)C1,COc1ccc(CCn2c(CN)cc3ccccc32)cc1,Cn1ccc(C(=O)Nc2cc(F)c3nc(C4CCC(Cn5cc(CCCCCCC(=O)NO)nn5)OC4)n(-c4cnn[nH]4)c3c2)n1
CCc1c(CC2CCC(=O)N2)[nH]c(=O)n(-c2ccc(Cl)c(C)c2)c1=O,O=C(Cc1ccccc1)Nc1ncc(N2CCC(c3ccc(F)s3)CC2)s1,Cc1cc2oc(-c3ccccc3)c(C)c(=O)c2c2c1OC(C)(C)S2,CN1CCN(Cc2cccc3c(=O)n([N+](=O)[O-])cnc23)CC1,CCNC(=O)c1c(NC(=O)NC(=O)CC)sc2c1CCCC2
CCCCN(Cc1ccc(Oc2ccc(C(=O)N3CCCC3)cc2)cc1)C(=O)OCC,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCCCCc1ccccc1)C(=O)O,O=c1c2ccccc2n2nnnc2n1Cc1ccc2ccccc2c1,COc1cccc(-c2nc(C(F)(F)F)sc2NC(=O)Cc2n[nH]c(=O)o2)c1,COC(=O)C1C(=C(C=O)CC=Cc2cccc([N+](=O)[O-])c2)OC2CC(=O)N21
CCNC(=O)c1ccc(-c2noc(C3CCN(C(=O)Nc4ccccc4)CC3)n2)cc1,CC(C)n1ncc2cc(S(=O)(=O)c3cnc4[nH]cnc4c3)cnc21,Cc1ccc(CNC(=O)c2ccc(N3Cc4cnn(C)c4Nc4ccccc43)c(OCc3ccc(-c4ncco4)cc3)c2)cc1,CN1CCN(Cc2ccc3c(c2)-c2n[nH]c(N4CCN(C)CC4)c2C3)CC1,Cn1nc(C(=O)NCc2ccc3ccccc3c2)c2c(F)cccc21
CCCCC(=O)N(CCC#N)N1C(=N)N(CSCc2ccc3c(c2)OCO3)CC1C#N,Brc1ccc2c(c1)ncc1nc(-c3ccccc3)[nH]c12,CCNC(=O)Cn1c(S(=O)(=O)c2ccccc2)cc2sccc21,Cc1ccc(Cl)cc1CN1CCN(Cn2cccn2)C2CS(=O)(=O)CC21,COc1ccc(CCn2c3ccccc3c3cc(-c4n[nH]c5ccnc(C#N)c45)cnc32)cc1Cl
Cc1ccc(-n2c(C)nnc2NC(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1,CCOC(=O)c1cnc2c(C)cc(C)cc2c1-c1ccc(N(C)C)cc1,Cc1ccc(N2C(=O)N(Cl)C(C)(C)C2=O)s1,Cc1ccc(S(=O)(=O)c2c(C#N)[nH]c3ccc(OCC(=O)NN)cc23)cc1,COc1ccc(N(C)C)cc1S(=O)(=O)N1CCN(c2ccccc2)CC1
COc1ccc(C=CC(=O)Nc2cccc(C(F)F)c2)cn1,Cc1ccc(CCCC(=O)NC(CCCCNc2cc(N)nc(-c3cccc(F)c3)n2)C(=O)O)cc1,Clc1ccc(-c2nc(-c3ccccc3)c(NC3CCCCC3)s2)cn1,Cn1c(-c2ccc(C#N)cc2)cnc1Sc1nc2ccccc2s1,C=CCC(=O)n1c(-c2ccc(OCCOc3ccc(C(=O)NC)cc3)cc2)nc2ccccc21
O=c1[nH]c2ccccc2cc1-c1nc2scc(-c3ccccc3)c2c(=O)o1,COc1cc(O)cc2c1CCC(c1ccccc1)O2,CC(=O)Oc1ccccc1C1C2=C(O)CCCC2=Nc2nc(Nc3ccc(F)cc3)nn21,C=C(c1ccc([N+]#N)cc1)C12c3ccccc3NC1N1C(=O)C(OC)(c3ccc(OCN(C)C)c(CC)c3)N(C)C(=O)C1(S(C)(=O)=O)C2O,CCOc1cccc(NC(=O)CN(c2ccccc2)c2ccccc2Cl)c1
CC(=O)Nc1ccc(-c2ccnc(NCCSc3nccc(C)n3)n2)cc1,O=C(Nc1nccs1)c1sc2cc(Cl)ccc2c1C(=S)NCCOC1CCOC1,COc1cc(NS(C)(=O)=O)ccc1NC1CCN(c2ccc(-c3nc4ccccc4[nH]3)cc2)CC1,COc1ccc(-c2csc3nc(C)n(C4CCCC4)c(=O)c23)c(C)c1,Cc1ccc(S(=O)(=O)NCC(=O)NN=Cc2ccccc2O)cc1
O=C(c1cccs1)N1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,Cc1nc2c(c(N(C)C(C)C)n1)CCN(c1ccncc1S(C)(=O)=O)C2,COc1ccc2c(c1)CCC=C2C=Cc1ccc(C=CI)cc1,CCC(=C(NC(=O)c1ccc(OCCc2ccccc2)cc1)C(Cc1ccc(O)cc1)C(=O)O)c1ccccc1,OCC(O)CN=C(S)NC1CCCCC1
CC(C)N=C1SC(=CC2CCCN(c3ccc(Br)cc3)C2=O)C(=O)N1C(C)c1ccccc1,CCCC[P+](CCCC)(CCCC)CCCCCCCCCCC1CC(=O)c2ccsc2C1,CC1=C(NCCCCl)C(c2ccc(C)cc2)C2=C(O)CC(C)(C)CC2=N1,O=C(C=Cc1cccs1)CC1CC=CCCC(=O)OCCNC1=O,O=C1Nc2ccccc2-c2nnnn2C1C1CCN(c2ccc(-c3ccccc3)cc2)CC1
COc1ccccc1CCNc1cc(C)nc2ccc3c[nH]nc3c12,CC1CC(O)C(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccccc2)O1,CCOC(=O)C1=C(C#CCCCCOC(=O)C(O)C(O)NC(=O)C(C)C)C(C)C2C(c3cccc(F)c3)C(=O)N12,COc1ccc(S(=O)(=O)NCC(=O)c2ccc(-c3ccccc3C(=O)O)cc2)cc1,COc1ccc(C(=O)NC2CCN(Cc3cnc[nH]3)CC2)cc1
C=C(C)CNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(SC)c3c2F)C1,OC(=NC1CC1)SSC(=Nc1ccc(Cl)cc1)OCc1ccc(O)c(O)c1,CN1CCN(CC(=O)Nc2nc(O)nc(O)c2[N+](=O)[O-])CC1,CCCCN1CCCC1C(=O)NC1CC2CCCC(C1)N2c1ccc(C)c(I)c1,COC(=O)c1c(NC(=O)c2c[nH]c3ccc(C)cc3c2=O)sc2c1CCN(C)C2
COC(=O)C1CCN(CCCN(CCC#N)C(S)=Nc2cccc(Cl)c2)CC1,Cc1ccccc1C(Cc1ccccc1)NS(=O)(=O)c1ccccc1F,NCCCCC(NC(=O)CNC(=O)c1cnc2ccccc2n1)C(=O)NC(C=O)CC(=O)O,CCCCCCn1nnnc1C(c1ccccc1)N1C(=O)NC(C)(c2ccc(OC)cc2)C1=O,O=C(O)CC(NC(=O)CCCCCn1nc(Cl)c(CN2CCCNCC2)cc1=O)C(=O)Nc1ccccc1
Cc1c(C)n(C(=O)NCC(=O)N2CCCCCC2)oc1=O,CC(=O)C1=NN(c2c[nH]c3ccc(Br)cc23)C(=CCC=C(C)CCC(=O)O)S1,CC(CC(=O)Nc1ccc(NCCCN)cc1)S(=O)(=O)c1ccccc1,NC(=O)C1CCCN(NC(=O)c2cccc3c(NC(=O)N4CCC(CCO)CC4)c4ccccc4nc23)C1,COc1ccc(C(C)NC(=O)CNC(=O)CN2CCCC2=O)cc1OC
O=C(NCC(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1)c1cnccn1,Cc1cccc(C)c1Oc1ccc2c(c1)cc1n2CCCNC1=O,COc1ccc(CC#CC#CC(C)(C)OC)cc1O,CC(C)CNC(=O)c1cc(-c2cccc(CN3CCN(C(=O)c4cccs4)CC3)c2)on1,Cc1ccc(NC(=O)NNC(=O)COc2ccc(-c3cc(Nc4ccc(F)cc4)cnn3)cc2)cc1
N#Cc1ccc(-c2ccc(F)c3c2CN(C(=O)CC(N)Cc2ccc(F)cc2)CC3)c(C(F)(F)F)c1,Nc1ccn(CC(=O)O)c(=O)c1Br,O=[N+]([O-])c1c(CCCS(=O)(=O)N(CCCl)CC(F)(F)F)[nH]c2ncccc12,O=Cc1cc(Br)cc(Br)c1OC(=O)c1ccccc1C(=O)O,O=C(NCc1ccccc1)NCP(=O)(O)CO
CCCC(C(=O)c1csc(C(C)(C)C)c1)N(C)C(=O)CCCC1CCCC1,Cc1cc(C(=O)c2cc3cccc(O)c3cc2O)cc(C)c1O,CCc1ccc(NC(=O)C2CCc3ccccc3N2)cc1,CN(CCNC(=O)c1ccc(F)cc1)C(=O)c1cc2ncccn2n1,CCCCCC1NC(=O)C(=COC(=O)c2ccccc2)O1
COc1ccc(CC(Nc2nc(=O)n(-c3ccc(C(C)(C)C)cc3)cc2F)B(O)O)cc1,O=C(COc1ncccn1)N1CCNCCN(C(c2ccccc2)c2cnc3ccccc3c2)CC1,Cn1cc(C(=O)Nc2ccc(-c3cnc(N)c4cc(N5CCCC5)ccc34)cc2)c2nc3ccccc3cc21,CCOc1ccc(OC2CCC3C2OCCN3C(=O)c2noc3c2CSc2ccccc2-3)cc1,O=C(CNC(=O)N1CCOCC1)N1CCN(C(=O)c2ccco2)CC1
CN1CCC(Cc2cc(O)n3nc(N4CCOCC4)cc3n2)CC1,CN1c2ccccc2N(C)C2C1N(C)c1ccccc1N2C,COc1ccccc1C(C(=O)NC1=CC(=O)C(CC2=C(C(=O)O)N3C(=O)C(NCC(C)(C)CN(C)C)C3SC2)=CC1=O)c1ccccn1,CC(NC(=O)CNc1cc(-c2ccccc2)c(O)c2ccccc12)c1ccccc1,COc1ccc(NC(=O)NC(=O)CSc2c(C)n[nH]c2C)cc1
Cc1cc(-c2ccc(-n3nnc4ccccc43)cc2Cl)on1,CCc1cccc(CN2CCC3(O)CCCCC3C2c2ccc(OC)cc2)c1,CC1CC(C)CN(C(=O)N(C)C)C1,COc1ccc(N2Cc3c(F)ccc(OCc4ccccc4)c3C2=O)cc1-c1cccc([N+](=O)[O-])c1,O=C(c1ccccc1)N1CCN(CCCS(=O)O)CC1
O=C1Nc2ccc(Oc3cccc(C(F)(F)F)c3)cc2C1=C1Nc2ccccc2C1=NO,CCOc1ccc(C=NNC(=O)n2sc3c(ccc[n+]3[O-])c2=O)cc1OCC,O=C(Nc1cccc(OC2CCNC2)c1)c1cc(Cl)cc(Cl)c1,CC(=O)OC1OC(C(=O)O)(C(=O)NCc2ccccc2)CC(N)C1NC(=O)C1CCCN1C(C)=O,CC12CCC(OC(=O)c3cc(O)c(O)c(O)c3)CC1=CCC1C2CCC2(C)C1CC(OCCCN1C(=O)c3ccccc3C1=O)C2OC1CC(CO)C(O)C(O)C1O
CN=c1nc(N2CCC2)cc(-c2ncccc2Cl)[nH]1,COc1ccccc1N1CCN(C(=O)c2ccc(Br)cc2)CC1,Cc1nnc(CCNC(=O)C2COc3ccccc3C2)[nH]1,CCOC(=O)C1=C(C)N(C(C)C)C(C)=C(NC2CCCC2)C1c1ccc(SC)cc1,CCCNC(=O)c1cc(-c2ccc(NC(CC)(C(=O)O)c3ccccc3)cc2)nc2ccc(Br)cc12
Cc1ccccc1CCCNC(=O)c1cc(C)c(O)c(CCC(=O)O)c1,CN(C)C(=O)c1cc(Oc2ccccc2)nc(-c2ccccc2)c1,O=C1NC(=O)C2(CCCC2c2ccco2)N1,CCCCSc1nnc(COCCOC)n1-c1ccc(F)c(F)c1,Fc1cccc(-c2cccnc2)c1F
COc1cc(OC)cc(C2NC(C(=O)Nc3cc(OC)nc(C(F)(F)F)n3)Cc3c2[nH]c2ccccc32)c1,COc1ccc2c(c1)ncn2-c1ccccc1,CCCCSC(CN)CC(=O)O,Cc1ccc(C(=O)NCN2C(=O)CCC2=O)cc1,CNc1ccccc1C(=O)CC(NC(=O)C(CC[S+](C)[O-])C(=O)O)C(=O)O
CCCCc1ccc2nc3ccccc3c(Sc3ccc(-c4nnc(-c5ccco5)o4)cc3)c2c1,Cc1c(NS(=O)(=O)c2ccc(Cl)c(NC(=O)C3SC=CN3C)c2Cl)ccc[n+]1[O-],CC(Cc1ccccc1)CN1CCC(CCS(=O)(=O)C(F)(F)F)CC1,N#CCC(=O)Nc1cccnc1,COC(=O)Nc1[nH]c2cc(Cl)ccc2c1CCSCc1cc(C)nn1C
C=C(C)C1OOC(C)(C)OC1c1ccc(Nc2ncnc3c(C#N)c(OC)c(OC)cc23)cc1,CN=C(O)Nc1nc(-c2ccc[nH]2)cnc1N,OCCOc1cnc2c(c1)C(O)(NCCCCl)c1ccccc1-2,CCCCCCOc1ccc(C(=O)NC)cc1,Cc1cccc(OCCCC(=O)C(F)(F)C(F)(F)F)c1C
Cc1cnc(Sc2nc3c(n2CC(C)(C)N2CCOCC2)CCCC3)nc1,COc1c2c(c(-c3cn4c5c(cccc35)C(=O)NCC4)c3c1OCO3)CCN(C)C2,Cc1ccc(C=NCCc2nc[nH]c2C(=O)O)cc1,Cc1c(C)c2ccc(C=NN3CCCS3(=O)=O)cc2oc1=O,CN1CCC2(CC1)CN(C#N)c1cc(Cl)ccc12
COc1cc2c(cc1OC)-c1c(C(=O)c3cc(OC)c(OC)c(OC)c3)c3cc(OC)c(OC)cc3c[n+]1CC2,COc1ccc(N2CCN(C3=NC(=O)C(C)(C)S3)CC2)cc1,CCOSC(=O)CCC1CCC(C(N)=O)CC1,CC(=O)c1sc(S(=O)(=O)N(C)CC(=O)NC2CCCCC2)nc1-c1ccc(C)cc1,CN1CCN(C(=O)NN=Cc2cn(-c3ccccc3)nc2Cc2ccccc2)CC1
COc1ccc2c(c1)CC(=O)N2CC(=O)NCc1cc(C=CC(=O)NO)ccc1Br,CC(C)N(C(=O)c1ccc2nc(CC(F)(F)F)nc(O)c2c1)c1ccc(C(=O)N2CCC(N)C2)cc1,Cc1cccc2oc(CNc3ccc(C(=O)NCCCCCCC(=O)NO)cc3)c(C)c12,Oc1cccc2c(C3CCC3)ccnc12,CCSc1nnc(Nc2ccc(OC)c(Br)c2)n1CC
Cc1cc(Nc2ccc3c(c2)c(CN(C)C)cn3C(C)C)nc(Nc2cnn3c2NCCC3)n1,COC(=O)c1c(N2CCN(CC3CCCO3)CC2)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,COc1ccc(CNC(=O)COC(=O)C(CC[S+](C)[O-])c2ccccc2)cc1,COC(=O)c1cnc2cc(Nc3ccc(F)c(Cl)c3)c(OCCN3CCCC3)cc2c1O,COc1ccc(COC(=O)C=C(c2cc(C)cc(C)c2)c2ccc3c(c2)OCO3)cc1
CNC(CSCCC1CC1CC(=O)O)c1cccc(C(C)C)c1,CC(C)(CC(=O)N1CCCN([N+](=O)[O-])CC1)Nc1ccc2c(c1)COC2=O,C=C(C)C1C=C(C)CCOC(=O)OC(=O)CCC(=O)C(=O)OC(=O)C(=O)N2CCCCC2C(=O)OC(Cc2ccc(F)cc2F)C(C)CCC1=O,O=C1Nc2ccccc2C1=NOc1cc(C(F)(F)F)nc2c(CN3CCOCC3)cnn12,CCCC1C(=O)OC2C(COC(=O)c3cc(O)c(O)c4c3C1C(=O)O4)OC(Oc1ccc(S(C)(=O)=O)cc1)C(O)C2O
Cc1ccccc1C(=O)N1CCC(Nc2nc(-c3ccc(C(F)(F)F)cc3)co2)CC1,CC(CC(C)C)=NOCC(=O)Nc1ccc(F)c(F)c1,CCOC(=O)C1=NN(c2ccccc2)C(=O)C1=CNC(=S)NN=C1C(=O)Nc2ccccc21,CC(=O)OC1CC(OC(=O)c2ccccc2)C23OC(C)(C)C(CC(OC(=O)CCc4ccccc4)C2(C)C1OC(=O)CC(C)C)C3OC(C)=O,Cc1c(CC(=O)OC(C)CCN2CCOCC2)oc2c1C(=O)CCC2
COC(=O)CSc1cc2nncn2c2ccccc12,CCc1cccc(C(=O)NCCCn2nnc3ccccc32)c1,Cc1ccc2c(ncn2CC=C2c3ccccc3COc3ccc(S(=O)(=O)N(C)C)cc32)c1C,CCCCN1CCN(S(=O)(=O)c2ccc(NC(=O)CNc3nc(-c4cccs4)cs3)cc2)CC1,Fc1ccc(OCc2nc(-c3cnn(C4CCCC4)c3)cn2-c2ccc(C(F)(F)F)cc2)c(-c2nnn[nH]2)c1
Cc1cc(-c2ccco2)c(NS(=O)(=O)c2cccc3c(N(C)S(=O)(=O)c4c(C)noc4C)cccc23)c(=O)[nH]1,CCn1c(=O)c2nc(-c3ccc(S(=O)(=O)C(F)F)cc3)[nH]c2n(CC)c1=O,CC1CC(=O)N(CC(=O)c2ccc(F)c(F)c2)c2ccccc2S1(=O)=O,COC(=O)CNc1cccc(C)n1,Cc1ccc(NC(=S)NC(=O)C=Cc2ccco2)cc1
NC(=O)c1cccc(C=C2SC(=S)N(Cc3ccc(-c4ccccc4OC(F)(F)F)cc3)C2=O)c1,COc1ccc(C2C(N3CCCCC3)=C(C)Nc3nc(C(N)=O)nn32)cc1OC,O=C(O)CCCNS(=O)(=O)c1ccccc1,Cc1ccc(C(O)=C2C(=O)CN(CN3CCCC3=O)C2=O)cc1,Cc1ccc(-c2nnc(NC3=C(C4CCCCC4)C(F)(F)C(NS(C)(=O)=O)N=C3O)c3ccccc23)cc1
CCCCC(NCN1C(=O)CCCC1C1c2ccccc2CCc2ccccc21)C(=O)O,CC(C#N)N1CC(C)(C)CN(Cc2cccc(CO)c2)CC1=O,CC(C)SC1=NS(=O)(=O)c2cc(F)ccc2N1,O=[N+]([O-])c1cc(S(=O)(=O)N2CCN(c3ccccc3)CC2)ccc1S(=O)(=O)NC1CCCCC1,CCCCNc1ccc(C(=O)C=Cc2cccc(O)c2)cc1
COc1ccccc1NS(=O)(=O)c1nc2nc(C)cc(C)n2n1,CCOC(=O)c1cccc(N(CC(=O)O)C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)c1,CN(C)C(=O)Nc1nn(C)c2c1CS(=O)(=O)c1ccccc1-2,O=C1OC(CCCCl)C(=O)C1=O,COc1ccc(N2CCC(N)CC2)cc1C(=O)C=CN1Cc2ccccc2C1
CC1=NN(c2ccccc2)C(=O)C1,Cc1nc2c(c(Nc3ccc(F)c(F)c3)n1)CCN(CC=CCO)CC2,COc1ccc(N2CCN(CCCNCc3cccc(C)c3)CC2)cc1,CSc1nc(C2OC(CC=C(C)C)C(C)CC2C)nc2c1nc(O)n2-c1ccc(C)cc1C,O=c1[nH]cc(N2CCC3(CCCCC3)CC2)c(=O)[nH]1
COc1ccccc1CNC(=O)c1ccco1,CCN(CCSc1nc2ccccc2[nH]1)CCc1ccco1,CCCC(=O)N(C)CC1(Cc2ccc3c(c2)OCO3)CCCN(C(=O)OCc2ccccc2)C1,CSc1c2c(nc3c(OC(=O)c4cccc(Br)c4)c(C)nn13)OCC2,O=C1CCC(NC(=O)NC(=O)C2CCCN2S(=O)(=O)C2CC2)C(c2ccccc2)N1
Cc1ccc2c(c1CCCCl)C(=O)C(=O)C(C(F)(F)F)=C2,Cc1cc(C(=O)Nc2c3c(nn2COC2CCCO2)CSC3)c2ccccc2n1,CN1Cc2c(C3CCN(C(=NCc4ccc(I)cc4)NC#N)CC3)[nH]c3nccc(c23)-c2cc(F)ccc21,O=C(Nc1nnc(Cc2ccccc2)o1)Nc1nsc(Cl)c1Cl,C=C(C)CNc1nc(N2CCN(C(=O)CCCCC)CC2)nc(N2CCC(c3ccccc3)C2)n1
COC(=O)c1c(Oc2ccccc2)c2sc3ccccc3n2c1N,CCOC(=O)c1[nH]c2ccccc2c1-c1ccc([N+](=O)[O-])cc1,O=C1NC2(Nc3ncccc31)C(=O)Nc1c2ccc(Cl)c1F,O=[N+]([O-])N=C1SCC(c2ccc(O)cc2)=NN1Cc1c(Cl)cccc1Cl,CCOC(=O)Nc1cccc(C(C)=Nc2ccccc2O)c1O
CCCC(CCC)C(=O)OCC1(Nc2ccccc2)CCS(=O)(=O)O1,CN1C(=O)c2ccccc2C1Cc1ccc(C#CCO)cc1,COc1ccc(NC(=O)c2cc(CC(=O)NCCc3ccccc3F)on2)cc1,COCc1c(C(=O)OCC(C)(O)N2CCCCC2)nnn1-c1ccccc1,CC(C)(C)S(=O)(=O)n1cnc(-c2nc3ccccc3[nH]2)n1
COc1ccccc1C1CC(=O)NC(C)COC(OC)CCN(COc2ccc(C=C3C(=O)Nc4ccc(Cl)cc43)cc2)C(C)CO1,COCCNC1=CC(=O)c2ncccc2C1=O,CNC(=O)COc1cc(OCc2ccccc2F)ccc1OC,CCCC(=O)N1CCCC(N2CCN(Cc3nn[nH]n3)CC2)C1,O=C(NNC(=O)c1ccc(Cl)cc1)c1ccc(F)cc1
COc1ccc(NC(=O)CNC(=O)NCCOC(=O)c2ccccc2)c(C=CC(=O)NCCNS(=O)(=O)c2ccccc2)c1,Cc1ccc(C(=O)N2CCCC(c3ccc(-c4cn[nH]c4N)cc3)CC2)cc1,CC(C)c1ncc2nc1OCCCCOc1ccc(Cl)cc1NC(=O)N2,Cc1ccc(N(C(=O)Cn2nnc3ccccc32)c2cccc(N)c2)cc1,CC1C(CCCn2cncn2)C1CNc1ccc(C(=O)N2CCN(C)CC2)cc1
O=C(Cc1ccc2c(c1)OCO2)NNC(=O)C(=O)CCl,COc1ccc(NS(=O)(=O)c2nc(-c3ccccc3F)c3c(N)n[nH]c3n2)cc1,O=C(COC(=O)CSCc1c(F)cccc1Cl)NC(=O)c1ccccc1,N#Cc1ccc(S(=O)(=O)N2CCN(C3CC([N+](=O)[O-])c4cc(Br)ccc43)CC2)cc1,Cc1cccc(C(=O)Nc2ccc(Cc3cn(NCc4ccccc4)c4cc(Cl)ccc4c3=O)cc2)c1
COc1ccc(-c2cc(C=C3C(=O)Nc4ccccc43)[nH]n2)cc1,CCCCCCC(=O)N1CCC2(CC1)CC(=O)c1cc(Cl)cc(Cl)c1O2,COCc1cnc2nc(-c3cnn(-c4ccccc4F)c3C)oc2c1,CO,CCOc1ncccc1C(=O)Nc1ccc(S(=O)(=O)CCCNCCO)cc1
CCCC(=O)N1CC(Sc2ncc(OCC)cc2Cl)C(O)CC1NC(=O)Nc1ccccc1F,C(=NCCN1CCN(c2ccccn2)CC1)c1ccccc1,O=C(CN1CCN(C(=O)c2ccccc2)CC1)NC1=NS(=O)(=O)c2cnccc2N1,Oc1c(C=CN=Nc2ccccc2)ccc2c1CCCC2,Cc1cn(CCC(N)C(=O)Nc2nc3nc(-c4ccccc4)cc(O)n3n2)c(=O)[nH]c1=O
C=C(C(C)C(=O)O)C1CCC2C3CC=C4C(O)C(CCC)CCC4(C)C3CCC12C,Cc1cc(-c2cccc(C(=O)NNC(=O)Cn3nc(C)c(C(C)(C)C)c3C)c2)c(NC(=O)C2=CC(=O)CC(C)(C)O2)cc1Cl,COc1cc(NCc2nnc(CNC(=O)c3ccc(NS(C)(=O)=O)c(F)c3)o2)cc(OC)c1,C=CCn1c2nc(=O)n(C)c(=O)c-2nc2ccccc21,COc1cc(-c2cc(C(=O)c3n[nH]c4c(OC)c(NC(N)=O)ccc34)cc(OC)c2OC)cc(OC)c1OC
O=C(OCc1cc(N2CCN(c3ccccc3F)CC2)no1)c1ncn[nH]1,CNc1ccc(C=NNC(=O)CC(=O)Nc2ncc(S(=O)(=O)N3CCOCC3)s2)cc1OC,COC1=C(NC(=O)C(C)Oc2c(C(C)=O)[nH]c3ccccc23)C(=O)c2ccccc2C1=O,Cc1sc2c(c1C)CN(C(C)(C)C)CN2C(=O)c1ccccc1,CCOc1ccc(-n2c(C)c3c(C)nnc(CN4CCc5ccccc5C4)c3c2C)cc1
O=C(C[n+]1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3)NCc1ccccc1,CN1CCN(CCN2CCC(C(=O)NCc3cc(F)cc4c3OCOC4)CC2)C1=O,O=C(CNC(=O)c1c2c(NC3CC3)ncnc2n2ccccc12)NC12CC3CC(CC(C3)C1)C2,CCCc1ccc(C2C(C(=O)c3ccccc3S(=O)(=O)N3CCCC3)=C(O)C(=O)N2c2cccc([N+](=O)[O-])c2)cc1,NC(CN1CCCCC1)C(=O)O
Cc1cc(Cl)ccc1C(=O)C1CCN(CCCC(=O)n2ccc3ccc(F)cc32)CC1,Cc1ccc(NC(=O)c2cc(S(=O)(=O)NCc3ccc(F)cc3)ccc2C)cc1F,CCN1CCN(C(=O)c2cc(Br)ccc2O)CC1,Nc1nc(Cc2ccc(C(=O)N(CC3CC3)C3CCS(=O)(=O)C3)cc2)n[nH]1,CC(=O)Nc1ccc2c3ccccc3n(CC(=O)NCc3ccc(-c4ccc(F)cc4F)cc3)c2c1
